SYSTEM_CODE,ENVIRONMENT,ACCOUNT_TYPE,CIF_NUMBER,ACCOUNT_NUMBER,ACCOUNT_NAME,PRODUCT,BRANCH,DATE OPEN,CURRENT INT RATE,INTEREST TERM,ACC STATUS,DATE OF STATUS,ACCOUNT CURRENCY,NPL TAG,SEGMENT,Current Balance,Previous day balance,Privious Month end balance
PAWNING,DBU,LOAN,26728,1002768,Customer_26728,FDFIXED,19,"Thursday, February 20, 2025",0.1538,365,Active,3/22/2025,USD,N,CORPORATE,1997278.9,2006159.14,2250415.35
PAWNING,FCBU,SAVINGS,67990,1002769,Customer_67990,LOANGEN,29,"Saturday, December 09, 2017",0.0187,90,Dormant,1/8/2018,LKR,N,CORPORATE,1593055.34,1622205.73,1563090.06
PAWNING,DBU,CURRENT,29624,1002770,Customer_29624,LOANGEN,18,"Friday, August 24, 2018",0.0239,90,Active,9/23/2018,USD,N,CORPORATE,261211.43,262501.09,233750.2
PAWNING,FCBU,LOAN,87899,1002771,Customer_87899,LOANGEN,15,"Monday, August 05, 2024",0.1229,180,Dormant,9/4/2024,USD,N,SME,999866.48,1009064.96,1059854.15
LEASE,DBU,CURRENT,46740,1002772,Customer_46740,FDFIXED,49,"Wednesday, November 15, 2023",0.0396,365,Dormant,12/15/2023,LKR,N,SME,1412068.16,1388540.28,1394221.99
CORE,FCBU,CURRENT,10678,1002773,Customer_10678,SAREGPEF,46,"Thursday, April 06, 2017",0.0308,180,Active,5/6/2017,USD,N,SME,978653.27,982601.22,865944.57
CORE,DBU,FD,67868,1002774,Customer_67868,FDFIXED,38,"Tuesday, February 12, 2019",0.1029,365,Dormant,3/14/2019,LKR,N,SME,1595935.14,1606409.81,1719273.07
PAWNING,DBU,CURRENT,48395,1002775,Customer_48395,CURRPRO,37,"Sunday, October 31, 2021",0.0318,90,Active,11/30/2021,LKR,N,CORPORATE,663987.13,670811.09,663066.61
LEASE,DBU,LOAN,71460,1002776,Customer_71460,LOANGEN,33,"Sunday, November 29, 2020",0.1945,30,Dormant,12/29/2020,LKR,N,CORPORATE,32821.87,33146.76,33725.57
CORE,FCBU,FD,88600,1002777,Customer_88600,FDFIXED,2,"Friday, March 14, 2025",0.0871,365,Active,4/13/2025,USD,N,CORPORATE,896719.95,884219.47,917233.67
LEASE,DBU,CURRENT,31364,1002778,Customer_31364,LOANGEN,37,"Thursday, June 20, 2019",0.0103,365,Dormant,7/20/2019,LKR,N,RETAIL,1428649.8,1443916.8,1617053.91
CORE,FCBU,LOAN,20554,1002779,Customer_20554,FDFIXED,34,"Thursday, June 06, 2019",0.1726,365,Active,7/6/2019,USD,N,SME,501418.2,503663.92,457865.88
CORE,FCBU,SAVINGS,85587,1002780,Customer_85587,CURRPRO,22,"Sunday, January 20, 2019",0.0109,180,Dormant,2/19/2019,USD,N,CORPORATE,1374338.78,1363166.67,1530529.09
LEASE,DBU,SAVINGS,39394,1002781,Customer_39394,SAREGPEF,34,"Saturday, January 12, 2019",0.0133,90,Active,2/11/2019,USD,N,RETAIL,1725176.94,1722545.84,1905608.69
CORE,DBU,FD,75646,1002782,Customer_75646,LOANGEN,14,"Friday, December 22, 2017",0.1205,30,Dormant,1/21/2018,USD,N,CORPORATE,448793.06,443138.4,473210.44
LEASE,FCBU,LOAN,55735,1002783,Customer_55735,LOANGEN,2,"Friday, September 20, 2024",0.1497,365,Dormant,10/20/2024,LKR,N,SME,1363428.85,1357649.29,1303586.35
PAWNING,DBU,SAVINGS,13550,1002784,Customer_13550,LOANGEN,50,"Sunday, July 16, 2017",0.0125,365,Active,8/15/2017,USD,N,SME,24132.88,24052.71,23678.93
PAWNING,FCBU,FD,65530,1002785,Customer_65530,CURRPRO,31,"Thursday, March 15, 2018",0.0859,30,Dormant,4/14/2018,LKR,N,RETAIL,801317.71,796171.35,912643.14
PAWNING,DBU,FD,86158,1002786,Customer_86158,SAREGPEF,18,"Friday, December 08, 2023",0.1229,180,Active,1/7/2024,USD,N,SME,1332255.14,1309152.53,1394510.68
CORE,DBU,LOAN,69234,1002787,Customer_69234,CURRPRO,42,"Sunday, March 08, 2020",0.1622,30,Active,4/7/2020,LKR,N,RETAIL,890158.78,880674.87,835600.4
LEASE,DBU,FD,23120,1002788,Customer_23120,FDFIXED,9,"Thursday, January 10, 2019",0.1172,90,Dormant,2/9/2019,USD,N,RETAIL,944039.34,957507.89,950979.7
CORE,FCBU,LOAN,60654,1002789,Customer_60654,CURRPRO,23,"Thursday, June 27, 2019",0.2075,90,Active,7/27/2019,LKR,N,SME,1484687.42,1468236.4,1648675.71
LEASE,FCBU,LOAN,13645,1002790,Customer_13645,LOANGEN,33,"Tuesday, April 19, 2022",0.1956,30,Dormant,5/19/2022,LKR,N,CORPORATE,117809.09,118393.52,113998.92
PAWNING,DBU,LOAN,67147,1002791,Customer_67147,FDFIXED,32,"Friday, August 11, 2017",0.2005,365,Dormant,9/10/2017,LKR,N,CORPORATE,645815.07,647412.54,651543.62
PAWNING,FCBU,LOAN,66714,1002792,Customer_66714,LOANGEN,29,"Thursday, December 26, 2019",0.1374,30,Active,1/25/2020,USD,Y,RETAIL,674184.29,667738.53,586897.64
PAWNING,DBU,FD,97822,1002793,Customer_97822,LOANGEN,25,"Thursday, June 06, 2019",0.1098,90,Active,7/6/2019,LKR,N,RETAIL,1835051.32,1831370.78,1909891.82
LEASE,DBU,CURRENT,32901,1002794,Customer_32901,FDFIXED,33,"Tuesday, July 27, 2021",0.0104,365,Active,8/26/2021,LKR,N,CORPORATE,937709.58,947330.32,890563.96
CORE,FCBU,SAVINGS,79486,1002795,Customer_79486,LOANGEN,27,"Thursday, December 26, 2024",0.0142,180,Active,1/25/2025,LKR,N,RETAIL,1170875.32,1160975.24,1225348.56
CORE,DBU,LOAN,51425,1002796,Customer_51425,FDFIXED,4,"Wednesday, August 11, 2021",0.1973,30,Dormant,9/10/2021,LKR,N,RETAIL,677228.82,688337.46,655150.26
LEASE,FCBU,SAVINGS,55434,1002797,Customer_55434,SAREGPEF,36,"Wednesday, December 28, 2022",0.0381,365,Active,1/27/2023,LKR,N,CORPORATE,1243192.73,1234785.41,1064819.87
CORE,DBU,FD,44819,1002798,Customer_44819,SAREGPEF,33,"Tuesday, August 11, 2020",0.0916,365,Active,9/10/2020,USD,N,CORPORATE,595194.28,587802.22,552017.32
PAWNING,FCBU,LOAN,88995,1002799,Customer_88995,LOANGEN,10,"Wednesday, September 13, 2023",0.1459,180,Active,10/13/2023,LKR,N,RETAIL,1170874.31,1193014.69,1204563.54
LEASE,FCBU,FD,55204,1002800,Customer_55204,SAREGPEF,12,"Friday, July 14, 2017",0.1324,365,Active,8/13/2017,LKR,N,SME,409619.8,406746.75,367849.59
CORE,DBU,FD,66276,1002801,Customer_66276,CURRPRO,40,"Friday, October 20, 2017",0.0932,30,Active,11/19/2017,LKR,N,SME,762341.9,753982.61,734905.45
PAWNING,FCBU,FD,15120,1002802,Customer_15120,FDFIXED,23,"Tuesday, October 27, 2020",0.0901,30,Dormant,11/26/2020,LKR,N,RETAIL,1516884.7,1511700.19,1720930.01
LEASE,DBU,CURRENT,90883,1002803,Customer_90883,FDFIXED,49,"Friday, August 16, 2019",0.0246,365,Dormant,9/15/2019,LKR,N,RETAIL,619117.03,627767.3,562806.61
LEASE,FCBU,LOAN,69087,1002804,Customer_69087,FDFIXED,32,"Friday, July 14, 2023",0.129,365,Active,8/13/2023,USD,N,CORPORATE,985108.98,987909.51,843332.31
LEASE,FCBU,FD,33125,1002805,Customer_33125,LOANGEN,47,"Monday, April 22, 2024",0.0889,180,Active,5/22/2024,USD,N,CORPORATE,1372341.23,1375587.26,1281602.55
PAWNING,FCBU,CURRENT,69760,1002806,Customer_69760,LOANGEN,42,"Friday, October 04, 2019",0.0227,180,Active,11/3/2019,LKR,N,RETAIL,1700814.69,1673716.74,1880903.8
CORE,DBU,FD,36038,1002807,Customer_36038,LOANGEN,33,"Thursday, January 21, 2021",0.1022,365,Active,2/20/2021,LKR,N,SME,940529.36,947053.45,980084.31
CORE,FCBU,CURRENT,64737,1002808,Customer_64737,SAREGPEF,47,"Sunday, December 08, 2019",0.0287,180,Active,1/7/2020,LKR,N,RETAIL,1471032.26,1445179.91,1406683.24
CORE,DBU,FD,32116,1002809,Customer_32116,FDFIXED,11,"Thursday, June 07, 2018",0.0919,30,Active,7/7/2018,USD,N,CORPORATE,915485.44,915468.27,946016.07
PAWNING,FCBU,FD,61759,1002810,Customer_61759,CURRPRO,5,"Wednesday, December 16, 2020",0.1153,180,Dormant,1/15/2021,LKR,N,RETAIL,544718.08,555599.03,518159.18
CORE,DBU,LOAN,49673,1002811,Customer_49673,SAREGPEF,38,"Saturday, December 28, 2024",0.1371,90,Active,1/27/2025,LKR,N,SME,669830.73,679021.6,751709.58
CORE,FCBU,FD,93896,1002812,Customer_93896,FDFIXED,27,"Friday, September 20, 2019",0.1278,90,Dormant,10/20/2019,LKR,N,SME,820506.07,830298.65,784255.76
PAWNING,DBU,LOAN,55338,1002813,Customer_55338,SAREGPEF,41,"Wednesday, May 16, 2018",0.1756,180,Dormant,6/15/2018,USD,N,SME,1579151.86,1586475.04,1764063.27
PAWNING,DBU,FD,88371,1002814,Customer_88371,LOANGEN,31,"Wednesday, June 09, 2021",0.0981,30,Dormant,7/9/2021,USD,N,SME,1257014.91,1233239.23,1079491.85
CORE,FCBU,SAVINGS,60156,1002815,Customer_60156,FDFIXED,19,"Tuesday, May 05, 2020",0.0118,30,Dormant,6/4/2020,USD,Y,SME,202949.31,201996.87,179687.32
LEASE,FCBU,CURRENT,55400,1002816,Customer_55400,CURRPRO,44,"Sunday, February 24, 2019",0.0183,90,Active,3/26/2019,USD,N,CORPORATE,586168.46,577167.7,522048.19
LEASE,FCBU,FD,48321,1002817,Customer_48321,SAREGPEF,44,"Wednesday, September 20, 2017",0.133,30,Active,10/20/2017,USD,N,SME,1858985.98,1831019.24,1910973.68
CORE,FCBU,SAVINGS,86465,1002818,Customer_86465,SAREGPEF,18,"Friday, January 13, 2023",0.0318,365,Dormant,2/12/2023,LKR,N,CORPORATE,1001159.06,1007983.92,1044623.32
PAWNING,FCBU,LOAN,70297,1002819,Customer_70297,SAREGPEF,28,"Sunday, October 11, 2020",0.1848,365,Active,11/10/2020,USD,N,RETAIL,27991.02,28227.46,26307.57
PAWNING,FCBU,FD,32279,1002820,Customer_32279,FDFIXED,18,"Tuesday, October 22, 2019",0.1196,180,Dormant,11/21/2019,USD,N,SME,674738.05,671458.38,706783.16
LEASE,DBU,LOAN,49964,1002821,Customer_49964,SAREGPEF,15,"Thursday, October 29, 2020",0.1281,90,Active,11/28/2020,LKR,N,SME,486356.71,484557.26,523898.66
CORE,FCBU,SAVINGS,10217,1002822,Customer_10217,LOANGEN,31,"Saturday, June 03, 2017",0.0248,180,Dormant,7/3/2017,LKR,N,CORPORATE,956737.24,974402.38,1029573.81
LEASE,DBU,FD,68847,1002823,Customer_68847,CURRPRO,29,"Sunday, January 08, 2023",0.135,180,Dormant,2/7/2023,LKR,N,SME,615545.92,624839.94,545023.33
LEASE,DBU,CURRENT,25268,1002824,Customer_25268,FDFIXED,18,"Sunday, April 30, 2023",0.0186,365,Active,5/30/2023,LKR,N,SME,1646023.16,1657126.5,1882325.04
PAWNING,FCBU,FD,22629,1002825,Customer_22629,FDFIXED,43,"Tuesday, August 29, 2023",0.1316,180,Active,9/28/2023,LKR,N,CORPORATE,957903.64,972946.29,939690.48
CORE,FCBU,LOAN,23890,1002826,Customer_23890,CURRPRO,7,"Tuesday, June 16, 2020",0.1519,30,Active,7/16/2020,LKR,Y,SME,43434.97,42988.66,45190.39
CORE,FCBU,LOAN,32665,1002827,Customer_32665,FDFIXED,11,"Thursday, December 19, 2024",0.1834,30,Dormant,1/18/2025,USD,N,CORPORATE,1573007.98,1543111.66,1702264.4
CORE,FCBU,CURRENT,30071,1002828,Customer_30071,SAREGPEF,20,"Tuesday, March 14, 2017",0.0321,180,Active,4/13/2017,LKR,N,CORPORATE,1047549.49,1043027.97,1191105.21
LEASE,DBU,FD,89494,1002829,Customer_89494,CURRPRO,32,"Monday, May 22, 2023",0.0806,90,Dormant,6/21/2023,USD,N,RETAIL,1880952.07,1861635.61,2118382.55
PAWNING,DBU,CURRENT,28945,1002830,Customer_28945,SAREGPEF,19,"Saturday, December 09, 2023",0.0258,90,Dormant,1/8/2024,USD,N,SME,509673.63,518839.67,495004.35
PAWNING,FCBU,LOAN,42695,1002831,Customer_42695,SAREGPEF,39,"Sunday, April 12, 2020",0.1957,30,Dormant,5/12/2020,USD,N,SME,1766452.05,1731230.6,1870833.01
PAWNING,DBU,LOAN,71226,1002832,Customer_71226,CURRPRO,36,"Monday, May 20, 2024",0.2026,365,Dormant,6/19/2024,USD,N,RETAIL,1347098.57,1332379.36,1309496.3
CORE,FCBU,SAVINGS,85518,1002833,Customer_85518,CURRPRO,44,"Thursday, December 02, 2021",0.0106,90,Dormant,1/1/2022,LKR,N,CORPORATE,878292.68,881535.23,830215.93
PAWNING,DBU,LOAN,15550,1002834,Customer_15550,FDFIXED,41,"Sunday, December 24, 2017",0.2082,180,Dormant,1/23/2018,LKR,N,RETAIL,1271860.3,1270594.94,1320742.78
CORE,DBU,LOAN,82374,1002835,Customer_82374,LOANGEN,41,"Friday, November 22, 2024",0.1528,30,Active,12/22/2024,USD,N,RETAIL,521003.04,521083.74,583968.71
PAWNING,DBU,SAVINGS,58374,1002836,Customer_58374,FDFIXED,9,"Saturday, July 21, 2018",0.0147,365,Dormant,8/20/2018,LKR,N,SME,544356.03,551900.51,485527.65
PAWNING,DBU,CURRENT,56978,1002837,Customer_56978,CURRPRO,48,"Thursday, October 05, 2023",0.0155,30,Active,11/4/2023,USD,N,CORPORATE,1879360.84,1901320.51,2119344.83
PAWNING,DBU,CURRENT,97208,1002838,Customer_97208,CURRPRO,3,"Sunday, November 11, 2018",0.0398,180,Active,12/11/2018,LKR,N,SME,335171.85,333110.84,312788.9
PAWNING,DBU,SAVINGS,60336,1002839,Customer_60336,SAREGPEF,36,"Wednesday, January 30, 2019",0.0235,90,Active,3/1/2019,USD,N,CORPORATE,1791202.23,1805512.35,1701519.27
PAWNING,FCBU,FD,60974,1002840,Customer_60974,FDFIXED,33,"Friday, October 15, 2021",0.0945,30,Active,11/14/2021,LKR,N,RETAIL,1672934.91,1668349.79,1891593
CORE,FCBU,CURRENT,23707,1002841,Customer_23707,SAREGPEF,38,"Thursday, February 27, 2025",0.0364,90,Active,3/29/2025,USD,N,SME,1289922.75,1295555.26,1460833.13
PAWNING,DBU,FD,56688,1002842,Customer_56688,SAREGPEF,32,"Saturday, December 11, 2021",0.0827,180,Active,1/10/2022,LKR,N,SME,889613.82,882984.91,898805.53
LEASE,FCBU,SAVINGS,54761,1002843,Customer_54761,CURRPRO,33,"Saturday, July 13, 2019",0.0202,90,Active,8/12/2019,USD,N,RETAIL,1101447.2,1082001.41,1136628.68
LEASE,FCBU,SAVINGS,44133,1002844,Customer_44133,FDFIXED,2,"Friday, February 12, 2021",0.0258,90,Dormant,3/14/2021,USD,N,RETAIL,760760.95,758159.7,646817.19
CORE,DBU,CURRENT,96304,1002845,Customer_96304,SAREGPEF,42,"Saturday, August 07, 2021",0.0154,365,Active,9/6/2021,LKR,N,CORPORATE,1980272.99,1998139.44,1791164.44
PAWNING,DBU,FD,97914,1002846,Customer_97914,FDFIXED,5,"Friday, May 10, 2024",0.0899,90,Active,6/9/2024,USD,N,SME,862170.47,854860.38,960093.01
LEASE,DBU,SAVINGS,59697,1002847,Customer_59697,CURRPRO,15,"Thursday, September 06, 2018",0.0384,90,Active,10/6/2018,USD,N,SME,1297424.75,1289011.55,1438301.32
CORE,FCBU,SAVINGS,35829,1002848,Customer_35829,FDFIXED,44,"Saturday, December 11, 2021",0.0233,30,Active,1/10/2022,USD,N,CORPORATE,90836.73,91351.72,98323.49
PAWNING,FCBU,SAVINGS,10894,1002849,Customer_10894,FDFIXED,43,"Sunday, May 05, 2024",0.035,30,Active,6/4/2024,LKR,Y,RETAIL,567272.9,561087.25,628107.23
CORE,FCBU,CURRENT,29988,1002850,Customer_29988,FDFIXED,47,"Monday, June 21, 2021",0.027,30,Active,7/21/2021,LKR,N,SME,1533685.58,1526288.18,1342648.81
CORE,DBU,CURRENT,44888,1002851,Customer_44888,SAREGPEF,46,"Wednesday, September 25, 2024",0.0316,90,Active,10/25/2024,USD,N,SME,207150.09,209034.81,191466.13
LEASE,DBU,LOAN,42904,1002852,Customer_42904,LOANGEN,14,"Friday, August 19, 2022",0.1675,180,Active,9/18/2022,USD,N,SME,1145420.56,1161186.42,1269631.12
LEASE,DBU,CURRENT,11670,1002853,Customer_11670,SAREGPEF,39,"Tuesday, July 03, 2018",0.0286,90,Dormant,8/2/2018,USD,N,SME,1692937.39,1696117.88,1806014.24
LEASE,FCBU,SAVINGS,88537,1002854,Customer_88537,CURRPRO,31,"Wednesday, December 13, 2023",0.0297,90,Dormant,1/12/2024,USD,N,SME,1139832.24,1146303.07,1287813.52
PAWNING,DBU,CURRENT,63491,1002855,Customer_63491,SAREGPEF,15,"Monday, September 28, 2020",0.0149,180,Dormant,10/28/2020,LKR,N,RETAIL,532329.69,536076.41,460022.2
PAWNING,DBU,SAVINGS,99875,1002856,Customer_99875,FDFIXED,45,"Friday, June 15, 2018",0.0317,180,Active,7/15/2018,USD,N,RETAIL,862310.68,873827.57,919454.46
PAWNING,DBU,FD,74856,1002857,Customer_74856,SAREGPEF,46,"Thursday, November 14, 2024",0.0859,365,Active,12/14/2024,LKR,N,SME,1732134.68,1716227.31,1899792.12
PAWNING,FCBU,CURRENT,43147,1002858,Customer_43147,SAREGPEF,24,"Wednesday, August 09, 2017",0.0152,365,Dormant,9/8/2017,USD,N,RETAIL,348084.96,349723.95,305041.08
CORE,FCBU,FD,73935,1002859,Customer_73935,CURRPRO,45,"Saturday, September 30, 2017",0.0952,365,Dormant,10/30/2017,USD,N,RETAIL,1805510.83,1823592.58,1980277.12
CORE,FCBU,LOAN,99962,1002860,Customer_99962,SAREGPEF,18,"Thursday, February 27, 2025",0.1493,30,Active,3/29/2025,USD,N,SME,1874437.33,1892848.92,1904082.19
LEASE,FCBU,LOAN,92367,1002861,Customer_92367,SAREGPEF,15,"Monday, April 26, 2021",0.2159,180,Active,5/26/2021,LKR,N,SME,1596346.7,1627325.48,1604294.22
PAWNING,DBU,CURRENT,36454,1002862,Customer_36454,LOANGEN,20,"Sunday, May 14, 2023",0.0103,180,Active,6/13/2023,LKR,N,RETAIL,846585.26,847621.03,911474.73
PAWNING,FCBU,LOAN,42505,1002863,Customer_42505,LOANGEN,8,"Monday, June 26, 2017",0.1612,180,Dormant,7/26/2017,USD,N,RETAIL,81435.37,81545.08,78491.84
PAWNING,DBU,CURRENT,42937,1002864,Customer_42937,FDFIXED,31,"Monday, September 16, 2019",0.0175,365,Active,10/16/2019,USD,N,CORPORATE,1058793.27,1058067.97,993695.33
CORE,FCBU,FD,14882,1002865,Customer_14882,LOANGEN,13,"Thursday, July 29, 2021",0.0902,90,Dormant,8/28/2021,USD,N,SME,1274558.72,1271241.77,1247913.5
CORE,DBU,FD,15546,1002866,Customer_15546,CURRPRO,15,"Monday, February 10, 2025",0.1121,90,Dormant,3/12/2025,LKR,N,SME,1236907.86,1254236.29,1080580.94
CORE,FCBU,FD,48127,1002867,Customer_48127,CURRPRO,13,"Tuesday, May 04, 2021",0.1309,180,Dormant,6/3/2021,USD,N,CORPORATE,23217.11,23418.7,22321.65
PAWNING,FCBU,CURRENT,30620,1002868,Customer_30620,LOANGEN,24,"Thursday, May 25, 2023",0.031,180,Dormant,6/24/2023,LKR,N,RETAIL,1509667.65,1531002.03,1581917.14
LEASE,DBU,SAVINGS,85803,1002869,Customer_85803,LOANGEN,31,"Saturday, February 15, 2020",0.0388,180,Dormant,3/16/2020,USD,N,SME,1219394.26,1241697.36,1349745.92
LEASE,FCBU,FD,45176,1002870,Customer_45176,LOANGEN,10,"Tuesday, November 28, 2017",0.0875,90,Dormant,12/28/2017,USD,N,SME,1197589.23,1211814.63,1294552.22
PAWNING,DBU,FD,32757,1002871,Customer_32757,CURRPRO,2,"Thursday, March 02, 2023",0.1098,365,Dormant,4/1/2023,USD,N,RETAIL,458539.44,456979.09,460420.39
CORE,DBU,SAVINGS,51682,1002872,Customer_51682,CURRPRO,16,"Friday, August 16, 2019",0.0304,180,Dormant,9/15/2019,USD,N,RETAIL,149765.92,148254.37,153797.16
LEASE,FCBU,CURRENT,78427,1002873,Customer_78427,CURRPRO,10,"Thursday, May 30, 2019",0.0296,365,Dormant,6/29/2019,LKR,N,RETAIL,1302554.87,1286058.83,1228895.06
CORE,DBU,LOAN,37997,1002874,Customer_37997,FDFIXED,40,"Tuesday, May 16, 2023",0.1237,365,Dormant,6/15/2023,USD,N,RETAIL,583687.11,584064.45,627714.65
CORE,FCBU,SAVINGS,20660,1002875,Customer_20660,LOANGEN,29,"Sunday, September 24, 2017",0.0272,30,Active,10/24/2017,LKR,N,SME,1592411,1623785.18,1357380.75
PAWNING,FCBU,FD,83581,1002876,Customer_83581,CURRPRO,14,"Sunday, April 28, 2019",0.1394,365,Active,5/28/2019,USD,N,SME,755689.81,748532,801595.15
LEASE,DBU,FD,64737,1002877,Customer_64737,FDFIXED,11,"Thursday, October 07, 2021",0.0917,90,Active,11/6/2021,LKR,N,SME,1242021.97,1237356.19,1348089.43
PAWNING,DBU,CURRENT,30852,1002878,Customer_30852,LOANGEN,9,"Thursday, July 18, 2024",0.0344,90,Dormant,8/17/2024,LKR,N,RETAIL,932757.28,931980.62,922543.36
LEASE,FCBU,FD,84519,1002879,Customer_84519,CURRPRO,46,"Friday, April 17, 2020",0.0801,365,Active,5/17/2020,LKR,N,CORPORATE,40083.77,40259.37,45295.52
CORE,DBU,SAVINGS,62214,1002880,Customer_62214,FDFIXED,31,"Thursday, May 25, 2017",0.0138,365,Active,6/24/2017,LKR,N,SME,85366.43,86776.82,88514.55
LEASE,FCBU,CURRENT,36857,1002881,Customer_36857,CURRPRO,45,"Thursday, April 30, 2020",0.035,30,Active,5/30/2020,USD,N,CORPORATE,260442.89,261347.62,241468.12
PAWNING,FCBU,LOAN,66517,1002882,Customer_66517,FDFIXED,7,"Tuesday, May 09, 2017",0.1223,90,Dormant,6/8/2017,LKR,N,RETAIL,634975.89,623796.06,627534.57
CORE,DBU,LOAN,98102,1002883,Customer_98102,CURRPRO,5,"Monday, January 15, 2018",0.2154,180,Dormant,2/14/2018,USD,N,CORPORATE,1027930.2,1027938,1165591.88
LEASE,DBU,LOAN,24212,1002884,Customer_24212,LOANGEN,24,"Wednesday, May 31, 2023",0.1864,90,Active,6/30/2023,LKR,N,SME,1805946.79,1833113.36,1784051.25
CORE,DBU,SAVINGS,62483,1002885,Customer_62483,CURRPRO,3,"Tuesday, March 10, 2020",0.0173,365,Dormant,4/9/2020,USD,N,CORPORATE,1318079.25,1324630.4,1435668.25
LEASE,DBU,CURRENT,32962,1002886,Customer_32962,CURRPRO,31,"Thursday, June 13, 2019",0.0236,30,Active,7/13/2019,LKR,N,CORPORATE,1049501.01,1048063.43,1124287.34
PAWNING,DBU,CURRENT,15095,1002887,Customer_15095,SAREGPEF,21,"Sunday, May 27, 2018",0.0274,30,Active,6/26/2018,USD,N,RETAIL,1930770.53,1932681.5,1871471.87
CORE,FCBU,SAVINGS,44803,1002888,Customer_44803,CURRPRO,10,"Saturday, January 06, 2018",0.019,30,Active,2/5/2018,LKR,N,SME,1214329.96,1190881.61,1184936.71
PAWNING,DBU,SAVINGS,62310,1002889,Customer_62310,CURRPRO,21,"Wednesday, June 21, 2023",0.0222,180,Dormant,7/21/2023,USD,N,RETAIL,1670238.27,1655484.37,1831548.39
PAWNING,FCBU,SAVINGS,97213,1002890,Customer_97213,LOANGEN,16,"Friday, May 27, 2022",0.0245,180,Active,6/26/2022,USD,N,CORPORATE,21997.96,22316.25,22591.57
CORE,DBU,LOAN,72350,1002891,Customer_72350,FDFIXED,40,"Wednesday, March 28, 2018",0.1619,90,Dormant,4/27/2018,USD,N,SME,949896.41,959373.67,1037233.4
PAWNING,DBU,CURRENT,75562,1002892,Customer_75562,LOANGEN,44,"Sunday, December 03, 2017",0.032,30,Dormant,1/2/2018,USD,N,SME,675517.65,671379.05,671686.69
LEASE,DBU,CURRENT,79554,1002893,Customer_79554,LOANGEN,31,"Tuesday, February 09, 2021",0.0148,180,Active,3/11/2021,USD,N,SME,176681.84,179680.73,167039.97
CORE,DBU,FD,88080,1002894,Customer_88080,LOANGEN,33,"Tuesday, April 10, 2018",0.0971,180,Dormant,5/10/2018,LKR,N,SME,13479.07,13631.17,11795.68
LEASE,DBU,FD,54718,1002895,Customer_54718,CURRPRO,10,"Friday, July 30, 2021",0.138,180,Dormant,8/29/2021,LKR,N,RETAIL,333287.58,330079.35,288283.51
LEASE,FCBU,LOAN,10446,1002896,Customer_10446,LOANGEN,22,"Thursday, September 21, 2023",0.1666,180,Dormant,10/21/2023,USD,N,CORPORATE,90583.22,90072.94,94113.67
LEASE,FCBU,CURRENT,64342,1002897,Customer_64342,SAREGPEF,34,"Saturday, September 01, 2018",0.0355,30,Active,10/1/2018,LKR,N,CORPORATE,1029586.13,1049821.09,1047135.57
CORE,DBU,CURRENT,94791,1002898,Customer_94791,LOANGEN,48,"Monday, December 30, 2024",0.0157,90,Dormant,1/29/2025,LKR,N,CORPORATE,1849440.36,1881020.32,1940810.1
CORE,FCBU,LOAN,83464,1002899,Customer_83464,CURRPRO,24,"Friday, December 22, 2023",0.1597,365,Dormant,1/21/2024,USD,N,RETAIL,233292.95,231246.09,247492.07
PAWNING,FCBU,CURRENT,14177,1002900,Customer_14177,CURRPRO,45,"Wednesday, October 27, 2021",0.0119,365,Dormant,11/26/2021,USD,N,RETAIL,1398618.13,1399533.81,1455746.27
CORE,DBU,SAVINGS,46367,1002901,Customer_46367,LOANGEN,3,"Tuesday, September 22, 2020",0.0298,90,Dormant,10/22/2020,USD,N,CORPORATE,978295.89,968073.86,1057091
LEASE,FCBU,LOAN,75567,1002902,Customer_75567,FDFIXED,17,"Wednesday, November 16, 2022",0.2126,180,Active,12/16/2022,USD,N,RETAIL,766990.48,768436.96,838499.43
CORE,DBU,CURRENT,80876,1002903,Customer_80876,LOANGEN,3,"Sunday, July 04, 2021",0.0387,365,Dormant,8/3/2021,USD,N,CORPORATE,1628412.46,1626685.53,1590914.3
PAWNING,FCBU,SAVINGS,35780,1002904,Customer_35780,LOANGEN,5,"Wednesday, March 27, 2024",0.0345,30,Dormant,4/26/2024,LKR,N,SME,373493.47,366309.9,416086.45
LEASE,DBU,SAVINGS,45949,1002905,Customer_45949,FDFIXED,25,"Wednesday, August 23, 2023",0.0337,180,Active,9/22/2023,USD,N,SME,234541.6,239208.53,256758.85
LEASE,DBU,SAVINGS,12022,1002906,Customer_12022,CURRPRO,10,"Sunday, August 02, 2020",0.0198,180,Active,9/1/2020,LKR,N,SME,930656.21,915264.09,889483.42
PAWNING,FCBU,LOAN,46126,1002907,Customer_46126,FDFIXED,23,"Tuesday, April 12, 2022",0.1531,90,Active,5/12/2022,USD,N,RETAIL,1805541.28,1775377.63,1836587.46
LEASE,DBU,FD,70374,1002908,Customer_70374,LOANGEN,25,"Wednesday, July 08, 2020",0.122,180,Dormant,8/7/2020,LKR,N,SME,1673469.36,1694910.75,1623429.55
LEASE,DBU,FD,87068,1002909,Customer_87068,LOANGEN,27,"Sunday, October 23, 2022",0.112,180,Active,11/22/2022,LKR,N,SME,1692454.2,1705344.09,1708990.48
